ShipmentNumber,EventSequenceNumber,StatusCode,StatusDescription,EventDateTime,LocationCode,ScanType,EventSource,ExceptionCode,Notes
SHP0008056,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-02 08:56:59,DEN_DC,Scan,EDI,,
SHP0008056,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-02 13:16:03,DEN_DC,Scan,Handheld,,
SHP0008056,7,DELIVERED,Shipment delivered to customer.,2025-07-02 14:57:25,DEN_DC,Delivery,Handheld,,
SHP0008057,1,CREATED,Shipment created in transportation management system.,2025-09-01 09:09:00,LAX_DC,System,TMS,,
SHP0008057,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-01 10:09:00,LAX_DC,System,TMS,,
SHP0008057,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-01 14:36:34,LAX_DC,Scan,Handheld,,
SHP0008057,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-01 16:09:02,LAX_DC,Scan,Handheld,,
SHP0008057,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-01 21:06:33,SLC_HUB,Scan,EDI,,
SHP0008057,6,ADDRESS_REVIEW,Delivery address requires correction or validation.,2025-09-01 14:46:18,SLC_HUB,Alert,CarrierEDI,ADDR,Delivery address requires correction or validation.
SHP0008057,7,RESOLVED,Shipment exception resolved.,2025-09-02 20:19:13,SLC_HUB,System,TMS,ADDR,Exception closed and shipment released.
SHP0008057,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-02 21:02:03,SLC_HUB,Scan,Handheld,,
SHP0008057,9,DELIVERED,Shipment delivered to customer.,2025-09-03 00:59:30,SLC_HUB,Delivery,Handheld,,
SHP0008058,1,CREATED,Shipment created in transportation management system.,2025-08-12 21:47:00,HOU_HUB,System,TMS,,
SHP0008058,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-12 22:47:00,HOU_HUB,System,TMS,,
SHP0008058,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-13 09:08:30,HOU_HUB,Scan,Handheld,,
SHP0008058,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-13 11:26:33,HOU_HUB,Scan,Handheld,,
SHP0008058,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-13 15:21:22,ATL_HUB,Scan,EDI,,
SHP0008058,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-13 18:25:41,ATL_HUB,Scan,Handheld,,
SHP0008058,7,DELIVERED,Shipment delivered to customer.,2025-08-13 20:23:25,ATL_HUB,Delivery,Handheld,,
SHP0008059,1,CREATED,Shipment created in transportation management system.,2025-08-21 04:37:00,DEN_DC,System,TMS,,
SHP0008059,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-21 05:37:00,DEN_DC,System,TMS,,
SHP0008059,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-21 12:33:31,DEN_DC,Scan,Handheld,,
SHP0008059,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-21 14:16:45,DEN_DC,Scan,Handheld,,
SHP0008059,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-08-21 18:15:15,KC_DEP,Scan,EDI,,
SHP0008059,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-08-21 18:18:58,DEN_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0008059,7,RESOLVED,Shipment exception resolved.,2025-08-22 19:26:34,KC_DEP,System,TMS,WX,Exception closed and shipment released.
SHP0008059,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-22 22:38:55,KC_DEP,Scan,Handheld,,
SHP0008059,9,DELIVERED,Shipment delivered to customer.,2025-08-23 00:22:12,KC_DEP,Delivery,Handheld,,
SHP0008060,1,CREATED,Shipment created in transportation management system.,2025-02-04 08:11:00,LAS_HUB,System,TMS,,
SHP0008060,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-04 09:11:00,LAS_HUB,System,TMS,,
SHP0008060,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-04 13:06:36,LAS_HUB,Scan,Handheld,,
SHP0008060,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-04 14:25:09,LAS_HUB,Scan,Handheld,,
SHP0008060,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-02-04 18:22:34,DEN_DC,Scan,EDI,,
SHP0008060,6,ADDRESS_REVIEW,Delivery address requires correction or validation.,2025-02-04 21:54:13,DEN_DC,Alert,CarrierEDI,ADDR,Delivery address requires correction or validation.
SHP0008060,7,RESOLVED,Shipment exception resolved.,2025-02-05 09:07:08,DEN_DC,System,TMS,ADDR,Exception closed and shipment released.
SHP0008060,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-02-05 05:55:37,DEN_DC,Scan,Handheld,,
SHP0008060,9,DELIVERED,Shipment delivered to customer.,2025-02-05 11:09:16,DEN_DC,Delivery,Handheld,,
SHP0008061,1,CREATED,Shipment created in transportation management system.,2025-04-27 20:10:00,LAS_HUB,System,TMS,,
SHP0008061,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-27 21:10:00,LAS_HUB,System,TMS,,
SHP0008061,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-28 10:00:14,LAS_HUB,Scan,Handheld,,
SHP0008061,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-28 10:45:38,LAS_HUB,Scan,Handheld,,
SHP0008061,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-28 16:20:50,DEN_DC,Scan,EDI,,
SHP0008061,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-28 20:37:43,DEN_DC,Scan,Handheld,,
SHP0008061,7,DELIVERED,Shipment delivered to customer.,2025-04-29 01:13:42,DEN_DC,Delivery,Handheld,,
SHP0008062,1,CREATED,Shipment created in transportation management system.,2025-07-28 01:07:00,DEN_DC,System,TMS,,
SHP0008062,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-28 02:07:00,DEN_DC,System,TMS,,
SHP0008062,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-28 15:03:54,DEN_DC,Scan,Handheld,,
SHP0008062,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-28 17:19:28,DEN_DC,Scan,Handheld,,
SHP0008062,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-28 16:19:26,OMA_HUB,Scan,EDI,,
SHP0008062,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-28 21:55:03,OMA_HUB,Scan,Handheld,,
SHP0008062,7,DELIVERED,Shipment delivered to customer.,2025-07-28 23:59:50,OMA_HUB,Delivery,Handheld,,
SHP0008063,1,CREATED,Shipment created in transportation management system.,2025-04-25 07:04:00,TUS_HUB,System,TMS,,
SHP0008063,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-25 08:04:00,TUS_HUB,System,TMS,,
SHP0008063,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-25 16:42:40,TUS_HUB,Scan,Handheld,,
SHP0008063,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-25 18:14:44,TUS_HUB,Scan,Handheld,,
SHP0008063,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-04-25 11:33:58,PHX_DC,Scan,EDI,,
SHP0008063,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-04-25 13:13:05,PHX_DC,Scan,Handheld,,
SHP0008063,7,DELIVERED,Shipment delivered to customer.,2025-04-25 15:45:16,PHX_DC,Delivery,Handheld,,
SHP0008064,1,CREATED,Shipment created in transportation management system.,2025-03-11 23:58:00,PHX_DC,System,TMS,,
SHP0008064,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-12 00:58:00,PHX_DC,System,TMS,,
SHP0008064,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-12 11:39:13,PHX_DC,Scan,Handheld,,
SHP0008064,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-12 13:31:36,PHX_DC,Scan,Handheld,,
SHP0008064,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-12 09:52:19,LAS_HUB,Scan,EDI,,
SHP0008064,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-12 12:29:37,LAS_HUB,Scan,Handheld,,
SHP0008064,7,DELIVERED,Shipment delivered to customer.,2025-03-12 17:08:08,LAS_HUB,Delivery,Handheld,,
SHP0008065,1,CREATED,Shipment created in transportation management system.,2025-09-07 07:47:00,DEN_DC,System,TMS,,
SHP0008065,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-07 08:47:00,DEN_DC,System,TMS,,
SHP0008065,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-07 23:08:07,DEN_DC,Scan,Handheld,,
SHP0008065,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-08 00:53:32,DEN_DC,Scan,Handheld,,
SHP0008065,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-08 03:30:33,OMA_HUB,Scan,EDI,,
SHP0008065,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-09-08 03:11:24,DEN_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0008065,7,RESOLVED,Shipment exception resolved.,2025-09-09 09:22:51,OMA_HUB,System,TMS,WX,Exception closed and shipment released.
SHP0008065,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-09 06:54:20,OMA_HUB,Scan,Handheld,,
SHP0008065,9,DELIVERED,Shipment delivered to customer.,2025-09-09 09:58:04,OMA_HUB,Delivery,Handheld,,
SHP0008066,1,CREATED,Shipment created in transportation management system.,2025-03-05 09:26:00,OMA_HUB,System,TMS,,
SHP0008066,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-03-05 10:26:00,OMA_HUB,System,TMS,,
SHP0008066,3,PICKED_UP,Shipment picked up from origin facility.,2025-03-05 23:56:57,OMA_HUB,Scan,Handheld,,
SHP0008066,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-03-06 02:37:52,OMA_HUB,Scan,Handheld,,
SHP0008066,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-03-06 02:16:06,CHI_DC,Scan,EDI,,
SHP0008066,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-03-06 06:02:05,CHI_DC,Scan,Handheld,,
SHP0008066,7,DELIVERED,Shipment delivered to customer.,2025-03-06 09:13:43,CHI_DC,Delivery,Handheld,,
SHP0008067,1,CREATED,Shipment created in transportation management system.,2025-07-12 12:33:00,DEN_DC,System,TMS,,
SHP0008067,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-12 13:33:00,DEN_DC,System,TMS,,
SHP0008067,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-13 06:23:51,DEN_DC,Scan,Handheld,,
SHP0008067,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-13 07:56:28,DEN_DC,Scan,Handheld,,
SHP0008067,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-14 06:34:56,SEA_DC,Scan,EDI,,
SHP0008067,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-07-13 19:33:21,DEN_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0008067,7,RESOLVED,Shipment exception resolved.,2025-07-14 13:06:07,SEA_DC,System,TMS,WX,Exception closed and shipment released.
SHP0008067,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-14 14:21:42,SEA_DC,Scan,Handheld,,
SHP0008067,9,DELIVERED,Shipment delivered to customer.,2025-07-14 15:58:53,SEA_DC,Delivery,Handheld,,
SHP0008068,1,CREATED,Shipment created in transportation management system.,2025-05-28 05:24:00,CHI_DC,System,TMS,,
SHP0008068,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-28 06:24:00,CHI_DC,System,TMS,,
SHP0008068,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-28 17:54:16,CHI_DC,Scan,Handheld,,
SHP0008068,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-28 19:49:42,CHI_DC,Scan,Handheld,,
SHP0008068,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-29 04:10:28,ATL_HUB,Scan,EDI,,
SHP0008068,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-29 07:34:50,ATL_HUB,Scan,Handheld,,
SHP0008068,7,DELIVERED,Shipment delivered to customer.,2025-05-29 09:24:37,ATL_HUB,Delivery,Handheld,,
SHP0008069,1,CREATED,Shipment created in transportation management system.,2025-09-01 01:51:00,CHI_DC,System,TMS,,
SHP0008069,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-01 02:51:00,CHI_DC,System,TMS,,
SHP0008069,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-01 12:36:31,CHI_DC,Scan,Handheld,,
SHP0008069,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-01 15:36:22,CHI_DC,Scan,Handheld,,
SHP0008069,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-02 01:25:31,DEN_DC,Scan,EDI,,
SHP0008069,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-02 02:53:31,DEN_DC,Scan,Handheld,,
SHP0008069,7,DELIVERED,Shipment delivered to customer.,2025-09-02 08:06:06,DEN_DC,Delivery,Handheld,,
SHP0008070,1,CREATED,Shipment created in transportation management system.,2025-07-04 16:55:00,DAL_DC,System,TMS,,
SHP0008070,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-04 17:55:00,DAL_DC,System,TMS,,
SHP0008070,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-05 10:57:00,DAL_DC,Scan,Handheld,,
SHP0008070,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-05 11:45:43,DAL_DC,Scan,Handheld,,
SHP0008070,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-05 12:37:17,HOU_HUB,Scan,EDI,,
SHP0008070,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-05 15:01:39,HOU_HUB,Scan,Handheld,,
SHP0008070,7,DELIVERED,Shipment delivered to customer.,2025-07-05 17:34:09,HOU_HUB,Delivery,Handheld,,
SHP0008071,1,CREATED,Shipment created in transportation management system.,2025-02-09 01:54:00,SEA_DC,System,TMS,,
SHP0008071,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-09 02:54:00,SEA_DC,System,TMS,,
SHP0008071,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-09 09:09:34,SEA_DC,Scan,Handheld,,
SHP0008071,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-09 10:02:55,SEA_DC,Scan,Handheld,,
SHP0008071,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-02-09 05:19:18,PDX_DEP,Scan,EDI,,
SHP0008071,6,EQUIPMENT_BREAKDOWN,Equipment failure caused an operational delay.,2025-02-09 06:24:36,SEA_DC,Alert,CarrierEDI,MECH,Equipment failure caused an operational delay.
SHP0008071,7,RESOLVED,Shipment exception resolved.,2025-02-10 02:41:16,PDX_DEP,System,TMS,MECH,Exception closed and shipment released.
SHP0008071,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-02-10 01:14:05,PDX_DEP,Scan,Handheld,,
SHP0008071,9,DELIVERED,Shipment delivered to customer.,2025-02-10 04:09:24,PDX_DEP,Delivery,Handheld,,
SHP0008072,1,CREATED,Shipment created in transportation management system.,2025-02-13 22:50:00,SEA_DC,System,TMS,,
SHP0008072,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-02-13 23:50:00,SEA_DC,System,TMS,,
SHP0008072,3,PICKED_UP,Shipment picked up from origin facility.,2025-02-14 18:15:16,SEA_DC,Scan,Handheld,,
SHP0008072,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-02-14 21:09:02,SEA_DC,Scan,Handheld,,
SHP0008072,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-02-14 14:58:18,PDX_DEP,Scan,EDI,,
SHP0008072,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-02-14 14:33:49,PDX_DEP,Scan,Handheld,,
SHP0008072,7,DELIVERED,Shipment delivered to customer.,2025-02-14 18:00:40,PDX_DEP,Delivery,Handheld,,
SHP0008073,1,CREATED,Shipment created in transportation management system.,2025-09-02 00:52:00,DEN_DC,System,TMS,,
SHP0008073,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-09-02 01:52:00,DEN_DC,System,TMS,,
SHP0008073,3,PICKED_UP,Shipment picked up from origin facility.,2025-09-02 19:35:29,DEN_DC,Scan,Handheld,,
SHP0008073,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-09-02 20:57:07,DEN_DC,Scan,Handheld,,
SHP0008073,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-09-02 23:14:36,KC_DEP,Scan,EDI,,
SHP0008073,6,WEATHER_HOLD,Shipment delayed because of weather conditions.,2025-09-02 17:07:43,DEN_DC,Alert,CarrierEDI,WX,Shipment delayed because of weather conditions.
SHP0008073,7,RESOLVED,Shipment exception resolved.,2025-09-04 02:42:46,KC_DEP,System,TMS,WX,Exception closed and shipment released.
SHP0008073,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-09-03 23:03:31,KC_DEP,Scan,Handheld,,
SHP0008073,9,DELIVERED,Shipment delivered to customer.,2025-09-04 03:57:43,KC_DEP,Delivery,Handheld,,
SHP0008074,1,CREATED,Shipment created in transportation management system.,2025-05-12 05:48:00,LAX_DC,System,TMS,,
SHP0008074,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-12 06:48:00,LAX_DC,System,TMS,,
SHP0008074,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-12 21:19:09,LAX_DC,Scan,Handheld,,
SHP0008074,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-12 23:51:26,LAX_DC,Scan,Handheld,,
SHP0008074,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-13 03:33:20,SLC_HUB,Scan,EDI,,
SHP0008074,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-13 09:10:18,SLC_HUB,Scan,Handheld,,
SHP0008074,7,DELIVERED,Shipment delivered to customer.,2025-05-13 11:26:17,SLC_HUB,Delivery,Handheld,,
SHP0008075,1,CREATED,Shipment created in transportation management system.,2025-05-03 23:23:00,DEN_DC,System,TMS,,
SHP0008075,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-05-04 00:23:00,DEN_DC,System,TMS,,
SHP0008075,3,PICKED_UP,Shipment picked up from origin facility.,2025-05-04 16:18:29,DEN_DC,Scan,Handheld,,
SHP0008075,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-05-04 17:58:39,DEN_DC,Scan,Handheld,,
SHP0008075,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-05-04 17:32:30,OMA_HUB,Scan,EDI,,
SHP0008075,6,CAPACITY_DELAY,Shipment delayed due to available trailer or dock capacity.,2025-05-04 19:39:05,DEN_DC,Alert,CarrierEDI,CAP,Shipment delayed due to available trailer or dock capacity.
SHP0008075,7,RESOLVED,Shipment exception resolved.,2025-05-05 07:13:14,OMA_HUB,System,TMS,CAP,Exception closed and shipment released.
SHP0008075,8,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-05-05 08:19:35,OMA_HUB,Scan,Handheld,,
SHP0008075,9,DELIVERED,Shipment delivered to customer.,2025-05-05 10:28:13,OMA_HUB,Delivery,Handheld,,
SHP0008076,1,CREATED,Shipment created in transportation management system.,2025-08-08 05:34:00,LAX_DC,System,TMS,,
SHP0008076,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-08-08 06:34:00,LAX_DC,System,TMS,,
SHP0008076,3,PICKED_UP,Shipment picked up from origin facility.,2025-08-08 20:50:13,LAX_DC,Scan,Handheld,,
SHP0008076,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-08-08 23:35:58,LAX_DC,Scan,Handheld,,
SHP0008076,5,MISSED_SCAN_ALERT,Expected scan was not captured on time.,2025-08-08 09:35:33,SAN_DEP,Alert,CarrierEDI,MSCN,Expected scan was not captured on time.
SHP0008076,6,RESOLVED,Shipment exception resolved.,2025-08-09 01:37:00,SAN_DEP,System,TMS,MSCN,Exception closed and shipment released.
SHP0008076,7,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-08-09 02:57:44,SAN_DEP,Scan,Handheld,,
SHP0008076,8,DELIVERED,Shipment delivered to customer.,2025-08-09 05:12:08,SAN_DEP,Delivery,Handheld,,
SHP0008077,1,CREATED,Shipment created in transportation management system.,2025-07-15 02:23:00,PHX_DC,System,TMS,,
SHP0008077,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-15 03:23:00,PHX_DC,System,TMS,,
SHP0008077,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-15 18:56:03,PHX_DC,Scan,Handheld,,
SHP0008077,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-15 21:26:35,PHX_DC,Scan,Handheld,,
SHP0008077,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-15 19:31:51,ABQ_HUB,Scan,EDI,,
SHP0008077,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-15 23:15:07,ABQ_HUB,Scan,Handheld,,
SHP0008077,7,DELIVERED,Shipment delivered to customer.,2025-07-16 02:45:31,ABQ_HUB,Delivery,Handheld,,
SHP0008078,1,CREATED,Shipment created in transportation management system.,2025-07-03 19:11:00,DEN_DC,System,TMS,,
SHP0008078,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-03 20:11:00,DEN_DC,System,TMS,,
SHP0008078,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-04 04:13:09,DEN_DC,Scan,Handheld,,
SHP0008078,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-04 06:48:34,DEN_DC,Scan,Handheld,,
SHP0008078,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-04 09:52:18,KC_DEP,Scan,EDI,,
SHP0008078,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-04 09:06:21,KC_DEP,Scan,Handheld,,
SHP0008078,7,DELIVERED,Shipment delivered to customer.,2025-07-04 13:56:23,KC_DEP,Delivery,Handheld,,
SHP0008079,1,CREATED,Shipment created in transportation management system.,2025-01-23 14:22:00,PHX_DC,System,TMS,,
SHP0008079,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-01-23 15:22:00,PHX_DC,System,TMS,,
SHP0008079,3,PICKED_UP,Shipment picked up from origin facility.,2025-01-23 21:56:31,PHX_DC,Scan,Handheld,,
SHP0008079,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-01-24 00:01:33,PHX_DC,Scan,Handheld,,
SHP0008079,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-01-24 10:31:25,DAL_DC,Scan,EDI,,
SHP0008079,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-01-24 16:06:50,DAL_DC,Scan,Handheld,,
SHP0008079,7,DELIVERED,Shipment delivered to customer.,2025-01-24 18:25:28,DAL_DC,Delivery,Handheld,,
SHP0008080,1,CREATED,Shipment created in transportation management system.,2025-07-17 21:14:00,SLC_HUB,System,TMS,,
SHP0008080,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-07-17 22:14:00,SLC_HUB,System,TMS,,
SHP0008080,3,PICKED_UP,Shipment picked up from origin facility.,2025-07-18 12:41:45,SLC_HUB,Scan,Handheld,,
SHP0008080,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-07-18 13:35:49,SLC_HUB,Scan,Handheld,,
SHP0008080,5,AT_DESTINATION_HUB,Shipment arrived at destination hub.,2025-07-18 13:16:55,DEN_DC,Scan,EDI,,
SHP0008080,6,OUT_FOR_DELIVERY,Shipment is out for delivery.,2025-07-18 23:48:32,DEN_DC,Scan,Handheld,,
SHP0008080,7,DELIVERED,Shipment delivered to customer.,2025-07-19 03:31:16,DEN_DC,Delivery,Handheld,,
SHP0008081,1,CREATED,Shipment created in transportation management system.,2025-04-29 18:15:00,ATL_HUB,System,TMS,,
SHP0008081,2,PICKUP_SCHEDULED,Pickup appointment scheduled.,2025-04-29 19:15:00,ATL_HUB,System,TMS,,
SHP0008081,3,PICKED_UP,Shipment picked up from origin facility.,2025-04-30 09:13:15,ATL_HUB,Scan,Handheld,,
SHP0008081,4,DEPARTED_ORIGIN,Shipment departed origin facility.,2025-04-30 11:25:05,ATL_HUB,Scan,Handheld,,
